s10
c1234
4680
5061,1,3,1,
5062,2,3,1,
5063,12,3,1,
5064,,4,1,
5065,1,4,1,
5066,2,4,1,
5067,12,4,1,
5068,,,1,
5069,1,,1,
5070,2,,1,
5071,12,,1,
5076,,13,1,
5077,1,13,1,
5078,2,13,1,
5079,12,13,1,
5080,,14,1,
5081,1,14,1,
5082,2,14,1,
5083,12,14,1,
5084,,1,1,
5085,1,1,1,
5086,2,1,1,
5087,12,1,1,
5092,,23,1,
5093,1,23,1,
5094,2,23,1,
5095,12,23,1,
5096,,24,1,
5097,1,24,1,
5098,2,24,1,
5099,12,24,1,
5100,,2,1,
5101,1,2,1,
5102,2,2,1,
5103,12,2,1,
5108,,123,1,
5109,1,123,1,
5110,2,123,1,
5111,12,123,1,
5112,,124,1,
5113,1,124,1,
5114,2,124,1,
5115,12,124,1,
5116,,12,1,
5117,1,12,1,
5118,2,12,1,
5119,12,12,1,
5160
5161,1,,,
5162,2,,,
5163,12,,,
5164,3,,,
5165,13,,,
5166,23,,,
5167,123,,,
5176,,1,,
5177,1,1,,
5178,2,1,,
5179,12,1,,
5180,3,1,,
5181,13,1,,
5182,23,1,,
5183,123,1,,
5224,,3,,
5225,1,3,,
5226,2,3,,
5227,12,3,,
5228,3,3,,
5229,13,3,,
5230,23,3,,
5231,123,3,,
5240,,13,,
5241,1,13,,
5242,2,13,,
5243,12,13,,
5244,3,13,,
5245,13,13,,
5246,23,13,,
5247,123,13,,
5250
5251,1,,,
5254,3,,,
5255,13,,,
5258,4,,,
5259,14,,,
5262,34,,,
5263,134,,,
5266,,1,,
5267,1,1,,
5270,3,1,,
5271,13,1,,
5274,4,1,,
5275,14,1,,
5278,34,1,,
5279,134,1,,
5282,,2,,
5283,1,2,,
5286,3,2,,
5287,13,2,,
5288,,4,,
5289,1,4,,
5290
5291,1,,,
5292,3,4,,
5293,13,4,,
5294,3,,,
5295,13,,,
5298,,12,,
5299,1,12,,
5302,3,12,,
5303,13,12,,
5304,,14,,
5305,1,14,,
5306,,1,,
5307,1,1,,
5308,3,14,,
5309,13,14,,
5310,3,1,,
5311,13,1,,
5314,,3,,
5315,1,3,,
5318,3,3,,
5319,13,3,,
5322,4,3,,
5323,14,3,,
5326,34,3,,
5327,134,3,,
5330,,13,,
5331,1,13,,
5334,3,13,,
5335,13,13,,
5338,4,13,,
5339,14,13,,
5342,34,13,,
5343,134,13,,
5346,,23,,
5347,1,23,,
5350,3,23,,
5351,13,23,,
5352,,34,,
5353,1,34,,
5354,,3,,
5355,1,3,,
5356,3,34,,
5357,13,34,,
5358,3,3,,
5359,13,3,,
5362,,123,,
5363,1,123,,
5366,3,123,,
5367,13,123,,
5368,,134,,
5369,1,134,,
5370,,13,,
5371,1,13,,
5372,3,134,,
5373,13,134,,
5374,3,13,,
5375,13,13,,
5416,,,1,
5417,1,,1,
5418,2,,1,
5419,12,,1,
5420,3,,1,
5421,13,,1,
5422,23,,1,
5423,123,,1,
5432,,1,1,
5433,1,1,1,
5434,2,1,1,
5435,12,1,1,
5436,3,1,1,
5437,13,1,1,
5438,23,1,1,
5439,123,1,1,
5480,,3,1,
5481,1,3,1,
5482,2,3,1,
5483,12,3,1,
5484,3,3,1,
5485,13,3,1,
5486,23,3,1,
5487,123,3,1,
5496,,13,1,
5497,1,13,1,
5498,2,13,1,
5499,12,13,1,
5500,3,13,1,
5501,13,13,1,
5502,23,13,1,
5503,123,13,1,
5506,,,1,
5507,1,,1,
5510,3,,1,
5511,13,,1,
5514,4,,1,
5515,14,,1,
5518,34,,1,
5519,134,,1,
5522,,1,1,
5523,1,1,1,
5526,3,1,1,
5527,13,1,1,
5530,4,1,1,
5531,14,1,1,
5534,34,1,1,
5535,134,1,1,
5538,,2,1,
5539,1,2,1,
5542,3,2,1,
5543,13,2,1,
5544,,4,1,
5545,1,4,1,
5546,,,1,
5547,1,,1,
5548,3,4,1,
5549,13,4,1,
5550,3,,1,
5551,13,,1,
5554,,12,1,
5555,1,12,1,
5558,3,12,1,
5559,13,12,1,
5560,,14,1,
5561,1,14,1,
5562,,1,1,
5563,1,1,1,
5564,3,14,1,
5565,13,14,1,
5566,3,1,1,
5567,13,1,1,
5570,,3,1,
5571,1,3,1,
5574,3,3,1,
5575,13,3,1,
5578,4,3,1,
5579,14,3,1,
5582,34,3,1,
5583,134,3,1,
5586,,13,1,
5587,1,13,1,
5590,3,13,1,
5591,13,13,1,
5594,4,13,1,
5595,14,13,1,
5598,34,13,1,
5599,134,13,1,
5602,,23,1,
5603,1,23,1,
5606,3,23,1,
5607,13,23,1,
5608,,34,1,
5609,1,34,1,
5610,,3,1,
5611,1,3,1,
5612,3,34,1,
5613,13,34,1,
5614,3,3,1,
5615,13,3,1,
5618,,123,1,
5619,1,123,1,
5622,3,123,1,
5623,13,123,1,
5624,,134,1,
5625,1,134,1,
5626,,13,1,
5627,1,13,1,
5628,3,134,1,
5629,13,134,1,
5630,3,13,1,
5631,13,13,1,
5672,,,2,
5673,1,,2,
5674,2,,2,
5675,12,,2,
5676,3,,2,
5677,13,,2,
5678,23,,2,
5679,123,,2,
5688,,1,2,
5689,1,1,2,
5690,2,1,2,
5691,12,1,2,
5692,3,1,2,
5693,13,1,2,
5694,23,1,2,
5695,123,1,2,
5704,,,3,
5705,1,,3,
5706,2,,3,
5707,12,,3,
5708,3,,3,
5709,13,,3,
5710,23,,3,
5711,123,,3,
5720,,1,3,
5721,1,1,3,
5722,2,1,3,
5723,12,1,3,
5724,3,1,3,
5725,13,1,3,
5726,23,1,3,
5727,123,1,3,
5736
5737,1,,,
5738,2,,,
5739,12,,,
5740,3,,,
5741,13,,,
5742,23,,,
5743,123,,,
5752,,1,,
5753,1,1,,
5754,2,1,,
5755,12,1,,
5756,3,1,,
5757,13,1,,
5758,23,1,,
5759,123,1,,
5762,,,2,
5763,1,,2,
5764,,,3,
5765,1,,3,
5766
5767,1,,,
5770,4,,2,
5771,14,,2,
5772,4,,3,
5773,14,,3,
5774,4,,,
5775,14,,,
5778,,1,2,
5779,1,1,2,
5780,,1,3,
5781,1,1,3,
5782,,1,,
5783,1,1,,
5786,4,1,2,
5787,14,1,2,
5788,4,1,3,
5789,14,1,3,
5790,4,1,,
5791,14,1,,
5794,,2,2,
5795,1,2,2,
5796,,2,3,
5797,1,2,3,
5798,,2,,
5799,1,2,,
5800,,4,2,
5801,1,4,2,
5802,,,2,
5803,1,,2,
5804
5805,1,,,
5806
5807,1,,,
5810,,12,2,
5811,1,12,2,
5812,,12,3,
5813,1,12,3,
5814,,12,,
5815,1,12,,
5816,,14,2,
5817,1,14,2,
5818,,1,2,
5819,1,1,2,
5820,,1,,
5821,1,1,,
5822,,1,,
5823,1,1,,
5826,,3,2,
5827,1,3,2,
5828,,3,3,
5829,1,3,3,
5830,,3,,
5831,1,3,,
5832,,4,3,
5833,1,4,3,
5834
5835,1,,,
5836,,,3,
5837,1,,3,
5838
5839,1,,,
5842,,13,2,
5843,1,13,2,
5844,,13,3,
5845,1,13,3,
5846,,13,,
5847,1,13,,
5848,,14,3,
5849,1,14,3,
5850,,1,,
5851,1,1,,
5852,,1,3,
5853,1,1,3,
5854,,1,,
5855,1,1,,
5858,,23,2,
5859,1,23,2,
5860,,23,3,
5861,1,23,3,
5862,,23,,
5863,1,23,,
5864,,4,,
5865,1,4,,
5866
5867,1,,,
5868
5869,1,,,
5870
5871,1,,,
5874,,123,2,
5875,1,123,2,
5876,,123,3,
5877,1,123,3,
5878,,123,,
5879,1,123,,
5880,,14,,
5881,1,14,,
5882,,1,,
5883,1,1,,
5884,,1,,
5885,1,1,,
5886,,1,,
5887,1,1,,
5928,,,12,
5929,1,,12,
5930,2,,12,
5931,12,,12,
5932,3,,12,
5933,13,,12,
5934,23,,12,
5935,123,,12,
5944,,1,12,
5945,1,1,12,
5946,2,1,12,
5947,12,1,12,
5948,3,1,12,
5949,13,1,12,
5950,23,1,12,
5951,123,1,12,
5960,,,13,
5961,1,,13,
5962,2,,13,
5963,12,,13,
5964,3,,13,
5965,13,,13,
5966,23,,13,
5967,123,,13,
5976,,1,13,
5977,1,1,13,
5978,2,1,13,
5979,12,1,13,
5980,3,1,13,
5981,13,1,13,
5982,23,1,13,
5983,123,1,13,
5992,,,1,
5993,1,,1,
5994,2,,1,
5995,12,,1,
5996,3,,1,
5997,13,,1,
5998,23,,1,
5999,123,,1,
6008,,1,1,
6009,1,1,1,
6010,2,1,1,
6011,12,1,1,
6012,3,1,1,
6013,13,1,1,
6014,23,1,1,
6015,123,1,1,
6018,,,12,
6019,1,,12,
6020,,,13,
6021,1,,13,
6022,,,1,
6023,1,,1,
6026,4,,12,
6027,14,,12,
6028,4,,13,
6029,14,,13,
6030,4,,1,
6031,14,,1,
6034,,1,12,
6035,1,1,12,
6036,,1,13,
6037,1,1,13,
6038,,1,1,
6039,1,1,1,
6042,4,1,12,
6043,14,1,12,
6044,4,1,13,
6045,14,1,13,
6046,4,1,1,
6047,14,1,1,
6050,,2,12,
6051,1,2,12,
6052,,2,13,
6053,1,2,13,
6054,,2,1,
6055,1,2,1,
6056,,4,12,
6057,1,4,12,
6058,,,12,
6059,1,,12,
6060,,,1,
6061,1,,1,
6062,,,1,
6063,1,,1,
6066,,12,12,
6067,1,12,12,
6068,,12,13,
6069,1,12,13,
6070,,12,1,
6071,1,12,1,
6072,,14,12,
6073,1,14,12,
6074,,1,12,
6075,1,1,12,
6076,,1,1,
6077,1,1,1,
6078,,1,1,
6079,1,1,1,
6082,,3,12,
6083,1,3,12,
6084,,3,13,
6085,1,3,13,
6086,,3,1,
6087,1,3,1,
6088,,4,13,
6089,1,4,13,
6090,,,1,
6091,1,,1,
6092,,,13,
6093,1,,13,
6094,,,1,
6095,1,,1,
6098,,13,12,
6099,1,13,12,
6100,,13,13,
6101,1,13,13,
6102,,13,1,
6103,1,13,1,
6104,,14,13,
6105,1,14,13,
6106,,1,1,
6107,1,1,1,
6108,,1,13,
6109,1,1,13,
6110,,1,1,
6111,1,1,1,
6114,,23,12,
6115,1,23,12,
6116,,23,13,
6117,1,23,13,
6118,,23,1,
6119,1,23,1,
6120,,4,1,
6121,1,4,1,
6122,,,1,
6123,1,,1,
6124,,,1,
6125,1,,1,
6126,,,1,
6127,1,,1,
6130,,123,12,
6131,1,123,12,
6132,,123,13,
6133,1,123,13,
6134,,123,1,
6135,1,123,1,
6136,,14,1,
6137,1,14,1,
6138,,1,1,
6139,1,1,1,
6140,,1,1,
6141,1,1,1,
6142,,1,1,
6143,1,1,1,
6180
6181,1,,,
6182,2,,,
6183,12,,,
6188,4,,,
6189,14,,,
6190,24,,,
6191,124,,,
6196,,1,,
6197,1,1,,
6198,2,1,,
6199,12,1,,
6204,4,1,,
6205,14,1,,
6206,24,1,,
6207,124,1,,
6210
6211,1,,,
6214,3,,,
6215,13,,,
6218,4,,,
6219,14,,,
6222,34,,,
6223,134,,,
6226,,1,,
6227,1,1,,
6230,3,1,,
6231,13,1,,
6234,4,1,,
6235,14,1,,
6238,34,1,,
6239,134,1,,
6242,,2,,
6243,1,2,,
6244,,3,,
6245,1,3,,
6246
6247,1,,,
6250,4,2,,
6251,14,2,,
6252,4,3,,
6253,14,3,,
6254,4,,,
6255,14,,,
6258,,12,,
6259,1,12,,
6260,,13,,
6261,1,13,,
6262,,1,,
6263,1,1,,
6266,4,12,,
6267,14,12,,
6268,4,13,,
6269,14,13,,
6270,4,1,,
6271,14,1,,
6308,,4,,
6309,1,4,,
6310,2,4,,
6311,12,4,,
6316,4,4,,
6317,14,4,,
6318,24,4,,
6319,124,4,,
6324,,14,,
6325,1,14,,
6326,2,14,,
6327,12,14,,
6332,4,14,,
6333,14,14,,
6334,24,14,,
6335,124,14,,
6338,,4,,
6339,1,4,,
6342,3,4,,
6343,13,4,,
6346,4,4,,
6347,14,4,,
6350,34,4,,
6351,134,4,,
6354,,14,,
6355,1,14,,
6358,3,14,,
6359,13,14,,
6362,4,14,,
6363,14,14,,
6366,34,14,,
6367,134,14,,
6370,,24,,
6371,1,24,,
6372,,34,,
6373,1,34,,
6374,,4,,
6375,1,4,,
6378,4,24,,
6379,14,24,,
6380,4,34,,
6381,14,34,,
6382,4,4,,
6383,14,4,,
6386,,124,,
6387,1,124,,
6388,,134,,
6389,1,134,,
6390,,14,,
6391,1,14,,
6394,4,124,,
6395,14,124,,
6396,4,134,,
6397,14,134,,
6398,4,14,,
6399,14,14,,
6436,,,1,
6437,1,,1,
6438,2,,1,
6439,12,,1,
6444,4,,1,
6445,14,,1,
6446,24,,1,
6447,124,,1,
6452,,1,1,
6453,1,1,1,
6454,2,1,1,
6455,12,1,1,
6460,4,1,1,
6461,14,1,1,
6462,24,1,1,
6463,124,1,1,
6466,,,1,
6467,1,,1,
6470,3,,1,
6471,13,,1,
6474,4,,1,
6475,14,,1,
6478,34,,1,
6479,134,,1,
6482,,1,1,
6483,1,1,1,
6486,3,1,1,
6487,13,1,1,
6490,4,1,1,
6491,14,1,1,
6494,34,1,1,
6495,134,1,1,
6498,,2,1,
6499,1,2,1,
6500,,3,1,
6501,1,3,1,
6502,,,1,
6503,1,,1,
6506,4,2,1,
6507,14,2,1,
6508,4,3,1,
6509,14,3,1,
6510,4,,1,
6511,14,,1,
6514,,12,1,
6515,1,12,1,
6516,,13,1,
6517,1,13,1,
6518,,1,1,
6519,1,1,1,
6522,4,12,1,
6523,14,12,1,
6524,4,13,1,
6525,14,13,1,
6526,4,1,1,
6527,14,1,1,
6564,,4,1,
6565,1,4,1,
6566,2,4,1,
6567,12,4,1,
6572,4,4,1,
6573,14,4,1,
6574,24,4,1,
6575,124,4,1,
6580,,14,1,
6581,1,14,1,
6582,2,14,1,
6583,12,14,1,
6588,4,14,1,
6589,14,14,1,
6590,24,14,1,
6591,124,14,1,
6594,,4,1,
6595,1,4,1,
6598,3,4,1,
6599,13,4,1,
6602,4,4,1,
6603,14,4,1,
6606,34,4,1,
6607,134,4,1,
6610,,14,1,
6611,1,14,1,
6614,3,14,1,
6615,13,14,1,
6618,4,14,1,
6619,14,14,1,
6622,34,14,1,
6623,134,14,1,
6626,,24,1,
6627,1,24,1,
6628,,34,1,
6629,1,34,1,
6630,,4,1,
6631,1,4,1,
6634,4,24,1,
6635,14,24,1,
6636,4,34,1,
6637,14,34,1,
6638,4,4,1,
6639,14,4,1,
6642,,124,1,
6643,1,124,1,
6644,,134,1,
6645,1,134,1,
6646,,14,1,
6647,1,14,1,
6650,4,124,1,
6651,14,124,1,
6652,4,134,1,
6653,14,134,1,
6654,4,14,1,
6655,14,14,1,
6692,,,2,
6693,1,,2,
6694,2,,2,
6695,12,,2,
6700,4,,2,
6701,14,,2,
6702,24,,2,
6703,124,,2,
6708,,1,2,
6709,1,1,2,
6710,2,1,2,
6711,12,1,2,
6716,4,1,2,
6717,14,1,2,
6718,24,1,2,
6719,124,1,2,
6722,,,2,
6723,1,,2,
6726,3,,2,
6727,13,,2,
6728,,,4,
6729,1,,4,
6730
6731,1,,,
6732,3,,4,
6733,13,,4,
6734,3,,,
6735,13,,,
6738,,1,2,
6739,1,1,2,
6742,3,1,2,
6743,13,1,2,
6744,,1,4,
6745,1,1,4,
6746,,1,,
6747,1,1,,
6748,3,1,4,
6749,13,1,4,
6750,3,1,,
6751,13,1,,
6754,,2,2,
6755,1,2,2,
6756,,3,2,
6757,1,3,2,
6758,,,2,
6759,1,,2,
6760,,2,4,
6761,1,2,4,
6762,,2,,
6763,1,2,,
6764
6765,1,,,
6766
6767,1,,,
6770,,12,2,
6771,1,12,2,
6772,,13,2,
6773,1,13,2,
6774,,1,2,
6775,1,1,2,
6776,,12,4,
6777,1,12,4,
6778,,12,,
6779,1,12,,
6780,,1,,
6781,1,1,,
6782,,1,,
6783,1,1,,
6788,,,4,
6789,1,,4,
6790,2,,4,
6791,12,,4,
6796,4,,4,
6797,14,,4,
6798,24,,4,
6799,124,,4,
6804,,1,4,
6805,1,1,4,
6806,2,1,4,
6807,12,1,4,
6812,4,1,4,
6813,14,1,4,
6814,24,1,4,
6815,124,1,4,
6820
6821,1,,,
6822,2,,,
6823,12,,,
6828,4,,,
6829,14,,,
6830,24,,,
6831,124,,,
6836,,1,,
6837,1,1,,
6838,2,1,,
6839,12,1,,
6844,4,1,,
6845,14,1,,
6846,24,1,,
6847,124,1,,
6850,,4,2,
6851,1,4,2,
6852,,3,4,
6853,1,3,4,
6854
6855,1,,,
6856,,4,4,
6857,1,4,4,
6858,,4,,
6859,1,4,,
6860,,,4,
6861,1,,4,
6862
6863,1,,,
6866,,14,2,
6867,1,14,2,
6868,,13,4,
6869,1,13,4,
6870,,1,,
6871,1,1,,
6872,,14,4,
6873,1,14,4,
6874,,14,,
6875,1,14,,
6876,,1,4,
6877,1,1,4,
6878,,1,,
6879,1,1,,
6882,,24,2,
6883,1,24,2,
6884,,3,,
6885,1,3,,
6886
6887,1,,,
6888,,24,4,
6889,1,24,4,
6890,,24,,
6891,1,24,,
6892
6893,1,,,
6894
6895,1,,,
6898,,124,2,
6899,1,124,2,
6900,,13,,
6901,1,13,,
6902,,1,,
6903,1,1,,
6904,,124,4,
6905,1,124,4,
6906,,124,,
6907,1,124,,
6908,,1,,
6909,1,1,,
6910,,1,,
6911,1,1,,
6948,,,12,
6949,1,,12,
6950,2,,12,
6951,12,,12,
6956,4,,12,
6957,14,,12,
6958,24,,12,
6959,124,,12,
6964,,1,12,
6965,1,1,12,
6966,2,1,12,
6967,12,1,12,
6972,4,1,12,
6973,14,1,12,
6974,24,1,12,
6975,124,1,12,
6978,,,12,
6979,1,,12,
6982,3,,12,
6983,13,,12,
6984,,,14,
6985,1,,14,
6986,,,1,
6987,1,,1,
6988,3,,14,
6989,13,,14,
6990,3,,1,
6991,13,,1,
6994,,1,12,
6995,1,1,12,
6998,3,1,12,
6999,13,1,12,
7000,,1,14,
7001,1,1,14,
7002,,1,1,
7003,1,1,1,
7004,3,1,14,
7005,13,1,14,
7006,3,1,1,
7007,13,1,1,
7010,,2,12,
7011,1,2,12,
7012,,3,12,
7013,1,3,12,
7014,,,12,
7015,1,,12,
7016,,2,14,
7017,1,2,14,
7018,,2,1,
7019,1,2,1,
7020,,,1,
7021,1,,1,
7022,,,1,
7023,1,,1,
7026,,12,12,
7027,1,12,12,
7028,,13,12,
7029,1,13,12,
7030,,1,12,
7031,1,1,12,
7032,,12,14,
7033,1,12,14,
7034,,12,1,
7035,1,12,1,
7036,,1,1,
7037,1,1,1,
7038,,1,1,
7039,1,1,1,
7044,,,14,
7045,1,,14,
7046,2,,14,
7047,12,,14,
7052,4,,14,
7053,14,,14,
7054,24,,14,
7055,124,,14,
7060,,1,14,
7061,1,1,14,
7062,2,1,14,
7063,12,1,14,
7068,4,1,14,
7069,14,1,14,
7070,24,1,14,
7071,124,1,14,
7076,,,1,
7077,1,,1,
7078,2,,1,
7079,12,,1,
7084,4,,1,
7085,14,,1,
7086,24,,1,
7087,124,,1,
7092,,1,1,
7093,1,1,1,
7094,2,1,1,
7095,12,1,1,
7100,4,1,1,
7101,14,1,1,
7102,24,1,1,
7103,124,1,1,
7106,,4,12,
7107,1,4,12,
7108,,3,14,
7109,1,3,14,
7110,,,1,
7111,1,,1,
7112,,4,14,
7113,1,4,14,
7114,,4,1,
7115,1,4,1,
7116,,,14,
7117,1,,14,
7118,,,1,
7119,1,,1,
7122,,14,12,
7123,1,14,12,
7124,,13,14,
7125,1,13,14,
7126,,1,1,
7127,1,1,1,
7128,,14,14,
7129,1,14,14,
7130,,14,1,
7131,1,14,1,
7132,,1,14,
7133,1,1,14,
7134,,1,1,
7135,1,1,1,
7138,,24,12,
7139,1,24,12,
7140,,3,1,
7141,1,3,1,
7142,,,1,
7143,1,,1,
7144,,24,14,
7145,1,24,14,
7146,,24,1,
7147,1,24,1,
7148,,,1,
7149,1,,1,
7150,,,1,
7151,1,,1,
7154,,124,12,
7155,1,124,12,
7156,,13,1,
7157,1,13,1,
7158,,1,1,
7159,1,1,1,
7160,,124,14,
7161,1,124,14,
7162,,124,1,
7163,1,124,1,
7164,,1,1,
7165,1,1,1,
7166,,1,1,
7167,1,1,1,
7204,,,3,
7205,1,,3,
7206,2,,3,
7207,12,,3,
7208,,,4,
7209,1,,4,
7210,2,,4,
7211,12,,4,
7212
7213,1,,,
7214,2,,,
7215,12,,,
7220,,1,3,
7221,1,1,3,
7222,2,1,3,
7223,12,1,3,
7224,,1,4,
7225,1,1,4,
7226,2,1,4,
7227,12,1,4,
7228,,1,,
7229,1,1,,
7230,2,1,,
7231,12,1,,
7234,,,3,
7235,1,,3,
7238,3,,3,
7239,13,,3,
7242,4,,3,
7243,14,,3,
7246,34,,3,
7247,134,,3,
7250,,1,3,
7251,1,1,3,
7254,3,1,3,
7255,13,1,3,
7258,4,1,3,
7259,14,1,3,
7262,34,1,3,
7263,134,1,3,
7266,,2,3,
7267,1,2,3,
7268,,3,3,
7269,1,3,3,
7270,,,3,
7271,1,,3,
7272,,3,4,
7273,1,3,4,
7274
7275,1,,,
7276,,3,,
7277,1,3,,
7278
7279,1,,,
7282,,12,3,
7283,1,12,3,
7284,,13,3,
7285,1,13,3,
7286,,1,3,
7287,1,1,3,
7288,,13,4,
7289,1,13,4,
7290,,1,,
7291,1,1,,
7292,,13,,
7293,1,13,,
7294,,1,,
7295,1,1,,
7298,,,4,
7299,1,,4,
7302,3,,4,
7303,13,,4,
7306,4,,4,
7307,14,,4,
7310,34,,4,
7311,134,,4,
7314,,1,4,
7315,1,1,4,
7318,3,1,4,
7319,13,1,4,
7322,4,1,4,
7323,14,1,4,
7326,34,1,4,
7327,134,1,4,
7330,,2,4,
7331,1,2,4,
7332,,4,3,
7333,1,4,3,
7334
7335,1,,,
7336,,4,4,
7337,1,4,4,
7338,,,4,
7339,1,,4,
7340,,4,,
7341,1,4,,
7342
7343,1,,,
7346,,12,4,
7347,1,12,4,
7348,,14,3,
7349,1,14,3,
7350,,1,,
7351,1,1,,
7352,,14,4,
7353,1,14,4,
7354,,1,4,
7355,1,1,4,
7356,,14,,
7357,1,14,,
7358,,1,,
7359,1,1,,
7362
7363,1,,,
7366,3,,,
7367,13,,,
7370,4,,,
7371,14,,,
7374,34,,,
7375,134,,,
7378,,1,,
7379,1,1,,
7382,3,1,,
7383,13,1,,
7386,4,1,,
7387,14,1,,
7390,34,1,,
7391,134,1,,
7394,,2,,
7395,1,2,,
7396,,34,3,
7397,1,34,3,
7398
7399,1,,,
7400,,34,4,
7401,1,34,4,
7402
7403,1,,,
7404,,34,,
7405,1,34,,
7406
7407,1,,,
7410,,12,,
7411,1,12,,
7412,,134,3,
7413,1,134,3,
7414,,1,,
7415,1,1,,
7416,,134,4,
7417,1,134,4,
7418,,1,,
7419,1,1,,
7420,,134,,
7421,1,134,,
7422,,1,,
7423,1,1,,
7460,,,13,
7461,1,,13,
7462,2,,13,
7463,12,,13,
7464,,,14,
7465,1,,14,
7466,2,,14,
7467,12,,14,
7468,,,1,
7469,1,,1,
7470,2,,1,
7471,12,,1,
7476,,1,13,
7477,1,1,13,
7478,2,1,13,
7479,12,1,13,
7480,,1,14,
7481,1,1,14,
7482,2,1,14,
7483,12,1,14,
7484,,1,1,
7485,1,1,1,
7486,2,1,1,
7487,12,1,1,
7490,,,13,
7491,1,,13,
7494,3,,13,
7495,13,,13,
7498,4,,13,
7499,14,,13,
7502,34,,13,
7503,134,,13,
7506,,1,13,
7507,1,1,13,
7510,3,1,13,
7511,13,1,13,
7514,4,1,13,
7515,14,1,13,
7518,34,1,13,
7519,134,1,13,
7522,,2,13,
7523,1,2,13,
7524,,3,13,
7525,1,3,13,
7526,,,13,
7527,1,,13,
7528,,3,14,
7529,1,3,14,
7530,,,1,
7531,1,,1,
7532,,3,1,
7533,1,3,1,
7534,,,1,
7535,1,,1,
7538,,12,13,
7539,1,12,13,
7540,,13,13,
7541,1,13,13,
7542,,1,13,
7543,1,1,13,
7544,,13,14,
7545,1,13,14,
7546,,1,1,
7547,1,1,1,
7548,,13,1,
7549,1,13,1,
7550,,1,1,
7551,1,1,1,
7554,,,14,
7555,1,,14,
7558,3,,14,
7559,13,,14,
7562,4,,14,
7563,14,,14,
7566,34,,14,
7567,134,,14,
7570,,1,14,
7571,1,1,14,
7574,3,1,14,
7575,13,1,14,
7578,4,1,14,
7579,14,1,14,
7582,34,1,14,
7583,134,1,14,
7586,,2,14,
7587,1,2,14,
7588,,4,13,
7589,1,4,13,
7590,,,1,
7591,1,,1,
7592,,4,14,
7593,1,4,14,
7594,,,14,
7595,1,,14,
7596,,4,1,
7597,1,4,1,
7598,,,1,
7599,1,,1,
7602,,12,14,
